Participant,Session,Session_Game_MATB,SYSMON,TRACK,RESMAN,session_factor_MATB,Group_MATB,SYSMON_log,TRACK_log,RESMAN_log,SYSMON_log_inv,TRACK_log_inv,RESMAN_log_inv,SYSMON_z,TRACK_z,RESMAN_z,MATB_z_mean,Date,Session_Game_SF,TotalScore,Flight,Bonus,Mine,Fortress,NumberofBonus,NumberofMine,Bonus_Prct,Mine_Prct,FortressShot,session_factor_SF,Group_SF,SF_zscore
P021,T06,6.0,1.3,2.93,91.53,7.0,B,0.8329091229351039,1.3686394258811698,4.527532916260939,-0.8329091229351039,-1.3686394258811698,-4.527532916260939,1.1676782105555912,0.14571193183405856,1.0185978014080654,0.7773293145992385,0023-09-28 10:27:54,4.0,5660.0,-100.0,850.0,1160.0,3750.0,17.0,22.0,94.1176470588235,95.4545454545455,224.0,7.0,B,0.685285906009181
P021,T07,8.0,1.56,2.81,120.31,8.0,B,0.9400072584914712,1.3376291891386096,4.798349252782828,-0.9400072584914712,-1.3376291891386096,-4.798349252782828,0.8827192029871413,0.31797341412405306,0.5354575058269975,0.578716707646064,0023-09-29 14:10:49,6.0,5470.0,-100.0,400.0,1170.0,4000.0,13.0,23.0,69.2307692307692,95.6521739130435,211.0,8.0,B,0.599448437011573
P021,T08,8.0,1.37,3.3,74.83,9.0,B,0.8628899551470398,1.4586150226995167,4.328493992712844,-0.8628899551470398,-1.4586150226995167,-4.328493992712844,1.0879073709531313,-0.3541013977618161,1.373686145007276,0.7024973727328637,0023-10-03 15:26:40,4.0,5950.0,-50.0,450.0,1050.0,4500.0,14.0,21.0,71.4285714285714,95.2380952380952,239.0,9.0,B,0.816300990268689
P021,T09,8.0,1.59,2.9,91.56,10.0,B,0.9516578757114463,1.3609765531356006,4.527857082885421,-0.9516578757114463,-1.3609765531356006,-4.527857082885421,0.8517200795820781,0.1882790953391241,1.0180194834203795,0.686006219447194,0023-10-06 14:05:47,4.0,5655.0,-185.0,400.0,940.0,4500.0,11.0,22.0,90.9090909090909,81.8181818181818,230.0,10.0,B,0.683027025246086
P021,T10,6.0,1.76,2.58,108.33,11.0,B,1.0152306797290584,1.275362800412609,4.694370831446394,-1.0152306797290584,-1.275362800412609,-4.694370831446394,0.6825701401634988,0.6638624348313593,0.7209565265423798,0.6891297005124125,0023-10-12 15:10:32,6.0,6180.0,0.0,650.0,780.0,4750.0,15.0,19.0,86.6666666666667,84.2105263157895,245.0,11.0,B,0.920209505371057
P022,E1,5.0,5.34,3.54,144.09,1.0,A,1.8468787684491346,1.5129270120532565,4.977354239527593,-1.8468787684491346,-1.5129270120532565,-4.977354239527593,-1.5302192121137137,-0.6558038281516204,0.2161099977812244,-0.6566376808280366,0023-09-29 09:35:18,8.0,2330.0,-100.0,250.0,930.0,1250.0,14.0,22.0,28.5714285714286,81.8181818181818,61.0,1.0,A,-0.819128682212058
P022,E2,2.0,1.61,2.91,45.37,12.0,A,0.9593502213346021,1.3635373739972745,3.8366526984033693,-0.9593502213346021,-1.3635373739972745,-3.8366526984033693,0.831252840229491,0.1740537670653271,2.2511381900483176,1.0854815991143785,0023-12-06 11:03:06,5.0,8820.0,0.0,900.0,1170.0,6750.0,14.0,21.0,100.0,100.0,326.0,12.0,A,2.11289854828519
P022,E3,2.0,2.07,3.09,43.31,13.0,A,1.1216775615991057,1.4085449700547104,3.7912103852113983,-1.1216775615991057,-1.4085449700547104,-3.7912103852113983,0.3993439415105821,-0.0759628734243102,2.332207939788772,0.885196335958348,0024-01-11 15:52:37,3.0,8270.0,-50.0,500.0,1070.0,6750.0,12.0,21.0,100.0,95.2380952380952,323.0,13.0,A,1.86442166434475
P022,T01,7.0,3.92,3.34,47.44,2.0,A,1.5933085305042167,1.4678743481123135,3.8803259186848913,-1.5933085305042167,-1.4678743481123135,-3.8803259186848913,-0.855537781122326,-0.40553683612545477,2.173224527871272,0.30404997020783037,0023-10-18 17:48:29,10.0,4020.0,-150.0,300.0,1120.0,2750.0,14.0,23.0,42.8571428571429,91.304347826087,134.0,2.0,A,-0.0556269842859639
P022,T02,2.0,2.12,2.71,74.99,3.0,A,1.1378330018213911,1.3110318766193438,4.330601752681694,-1.1378330018213911,-1.3110318766193438,-4.330601752681694,0.35635870942733155,0.4657211568302794,1.3699258704705088,0.7306685789093733,0023-10-20 14:24:40,7.0,4750.0,-200.0,750.0,950.0,3250.0,13.0,21.0,76.9230769230769,85.7142857142857,156.0,3.0,A,0.274169607125899
P022,T03,8.0,2.77,3.15,31.28,4.0,A,1.3270750014599193,1.423108334242607,3.474447843401748,-1.3270750014599193,-1.423108334242607,-3.474447843401748,-0.1471627769843698,-0.1568621817063718,2.8973169359609985,0.8644306590900857,0023-10-23 14:35:08,9.0,5150.0,-50.0,600.0,1100.0,3500.0,13.0,22.0,69.2307692307692,95.4545454545455,162.0,4.0,A,0.454880068173496
P022,T04,9.0,1.63,2.83,56.83,5.0,A,0.9669838461896731,1.3428648031925547,4.057507672170127,-0.9669838461896731,-1.3428648031925547,-4.057507672170127,0.8109418408684796,0.2888896426869552,1.8571296945615776,0.9856537260390041,0023-10-25 11:32:07,9.0,6530.0,0.0,450.0,1080.0,5000.0,9.0,20.0,88.8888888888889,100.0,236.0,5.0,A,1.0783311587877
P022,T05,5.0,1.6,3.22,62.11,6.0,A,0.9555114450274363,1.4398351280479207,4.144879235596148,-0.9555114450274363,-1.4398351280479207,-4.144879235596148,0.8414667798194244,-0.2497793148060965,1.7012575506533902,0.7643150052222394,0023-11-13 15:23:05,8.0,6080.0,-100.0,750.0,1180.0,4250.0,15.0,23.0,100.0,100.0,208.0,6.0,A,0.875031890109157
P022,T06,6.0,1.84,3.24,40.79,7.0,A,1.0438040521731147,1.4445632692438664,3.732657076459824,-1.0438040521731147,-1.4445632692438664,-3.732657076459824,0.6065441681683414,-0.2760440807816543,2.436667896897743,0.92238932809481,0023-11-17 15:17:10,7.0,6560.0,-50.0,1200.0,1160.0,4250.0,18.0,22.0,94.4444444444444,95.4545454545455,197.0,7.0,A,1.09188444336627
P022,T07,7.0,3.03,2.94,34.28,8.0,A,1.3937663759585914,1.3711807233098425,3.5633162311385904,-1.3937663759585914,-1.3711807233098425,-3.5633162311385904,-0.32461038418865396,0.13159505598957025,2.7387744356435535,0.8485863691481565,0023-11-22 19:04:13,10.0,7200.0,-200.0,800.0,1100.0,5500.0,16.0,22.0,87.5,90.9090909090909,254.0,8.0,A,1.38102118104243
P022,T08,9.0,1.63,3.01,52.19,9.0,A,0.9669838461896731,1.3887912413184778,3.9738704087542263,-0.9669838461896731,-1.3887912413184778,-3.9738704087542263,0.8109418408684796,0.03376884584978625,2.006339792768056,0.950350159828774,0023-11-24 15:25:48,8.0,8010.0,-50.0,900.0,1160.0,6000.0,17.0,21.0,100.0,100.0,307.0,9.0,A,1.74695986466381
P022,T09,3.0,2.01,3.26,35.85,10.0,A,1.1019400787607843,1.449269160281279,3.6068556186353455,-1.1019400787607843,-1.449269160281279,-3.6068556186353455,0.45186001466432246,-0.3021852474012351,2.66109953310716,0.9369247667900824,0023-12-01 15:08:30,4.0,6960.0,-300.0,750.0,1010.0,5500.0,15.0,20.0,100.0,90.0,272.0,10.0,A,1.27259490441387
P022,T10,2.0,1.38,2.98,33.91,11.0,A,0.8671004876833833,1.3812818192963463,3.5527733211169448,-0.8671004876833833,-1.3812818192963463,-3.5527733211169448,1.0767042891566267,0.07548359248047236,2.7575831409438365,1.3032570075269785,0023-12-05 14:48:53,7.0,7575.0,-35.0,500.0,1110.0,6000.0,14.0,22.0,78.5714285714286,95.4545454545455,304.0,11.0,A,1.55043723827455
P023,E1,1.0,5.1,3.66,135.55,1.0,A,1.8082887711792655,1.5390154481375546,4.916690847919714,-1.8082887711792655,-1.5390154481375546,-4.916690847919714,-1.4275417260214982,-0.8007247685435752,0.3243343734920743,-0.6346440403576664,0023-09-29 16:13:02,0.0,1560.0,-50.0,0.0,860.0,750.0,13.0,20.0,15.3846153846154,85.0,43.0,1.0,A,-1.16699631972868
P023,E2,1.0,2.5,2.97,262.53,12.0,A,1.252762968495368,1.3787660946990992,5.574167213493181,-1.252762968495368,-1.3787660946990992,-5.574167213493181,0.05056132954619892,0.08945841156208291,-0.8486130553092004,-0.23619777140030618,0023-11-15 11:58:54,1.0,4930.0,-150.0,100.0,980.0,4000.0,14.0,22.0,42.8571428571429,86.3636363636364,205.0,12.0,A,0.355489314597318
P023,E3,5.0,2.3,3.16,248.93,13.0,A,1.1939224684724346,1.425515074273172,5.521180878654928,-1.1939224684724346,-1.425515074273172,-5.521180878654928,0.20711989524169325,-0.1702315928654547,-0.7540846608840666,-0.2390654528359427,0023-12-14 11:35:37,1.0,3670.0,0.0,150.0,1020.0,2500.0,15.0,19.0,26.6666666666667,100.0,142.0,13.0,A,-0.213748637702611
P023,T01,3.0,3.28,3.63,172.15,2.0,A,1.4539530095937052,1.5325568680981427,5.154158270848431,-1.4539530095937052,-1.5325568680981427,-5.154158270848431,-0.4847506452721089,-0.7648474361544703,-0.09931097367619472,-0.4496363517009247,0023-10-10 12:05:51,3.0,2375.0,-85.0,200.0,1010.0,1250.0,12.0,20.0,33.3333333333333,95.0,62.0,2.0,A,-0.798798755344204
P023,T02,2.0,2.85,3.88,196.63,3.0,A,1.3480731482996928,1.5851452198650557,5.286396595652343,-1.3480731482996928,-1.5851452198650557,-5.286396595652343,-0.2030331341400197,-1.0569750810273995,-0.33522607449118424,-0.5317447632195345,0023-10-19 17:32:33,3.0,2480.0,-100.0,100.0,980.0,1500.0,13.0,20.0,23.0769230769231,95.0,84.0,3.0,A,-0.75136225931921
P023,T03,10.0,2.41,3.16,266.25,4.0,A,1.2267122912954254,1.425515074273172,5.588184549905154,-1.2267122912954254,-1.425515074273172,-5.588184549905154,0.11987509568057468,-0.1702315928654547,-0.8736201879819108,-0.30799222838893026,0023-10-20 15:43:06,7.0,3080.0,-50.0,300.0,1080.0,1750.0,9.0,21.0,55.5555555555556,95.2380952380952,101.0,4.0,A,-0.480296567747815
P023,T04,6.0,3.47,3.43,184.7,5.0,A,1.4973884086254776,1.4883995840570443,5.22413246835866,-1.4973884086254776,-1.4883995840570443,-5.22413246835866,-0.6003204274829217,-0.5195542684186624,-0.22414596296203437,-0.44800688628787283,0023-10-25 11:19:26,3.0,2640.0,0.0,50.0,1090.0,1500.0,12.0,20.0,16.6666666666667,100.0,83.0,5.0,A,-0.679078074900171
P023,T05,6.0,1.55,2.85,298.41,6.0,A,0.9360933591703348,1.3480731482996928,5.701813871561357,-0.9360933591703348,-1.3480731482996928,-5.701813871561357,0.8931330244834722,0.25995734991274105,-1.076336555674953,0.025584606240420138,0023-10-26 17:33:45,4.0,3300.0,0.0,500.0,1050.0,1750.0,17.0,20.0,41.1764705882353,100.0,94.0,6.0,A,-0.380905814171637
P023,T06,9.0,2.82,3.44,161.69,7.0,A,1.3402504226184837,1.4906543764441333,5.091846549521079,-1.3402504226184837,-1.4906543764441333,-5.091846549521079,-0.18221898891688143,-0.5320796122939986,0.01185404630342003,-0.23414818496915335,0023-11-07 13:22:51,6.0,3330.0,-150.0,150.0,1080.0,2250.0,17.0,21.0,17.6470588235294,95.2380952380952,122.0,7.0,A,-0.367352529593068
P023,T07,8.0,2.18,3.1,259.21,8.0,A,1.1568811967920856,1.410986973710262,5.561488997315319,-1.1568811967920856,-1.410986973710262,-5.561488997315319,0.30567664380012355,-0.08952817358487228,-0.8259949326719879,-0.20328215415224551,0023-11-08 11:49:34,6.0,3570.0,-150.0,250.0,970.0,2500.0,14.0,20.0,35.7142857142857,95.0,148.0,8.0,A,-0.25892625296451
P023,T08,10.0,2.2,2.98,172.87,9.0,A,1.1631508098056809,1.3812818192963463,5.158307893539698,-1.1631508098056809,-1.3812818192963463,-5.158307893539698,0.2889949089322738,0.07548359248047236,-0.10671396110065089,0.0859215134373651,0023-11-09 12:42:07,9.0,4230.0,-100.0,650.0,930.0,2750.0,16.0,21.0,62.5,85.7142857142857,152.0,9.0,A,0.0392460077640242
P023,T09,9.0,2.16,3.09,172.77,10.0,A,1.1505720275988207,1.4085449700547104,5.157732585734163,-1.1505720275988207,-1.4085449700547104,-5.157732585734163,0.3224636269026254,-0.0759628734243102,-0.10568760358180179,0.046937716632171146,0023-11-10 14:17:52,8.0,4560.0,0.0,250.0,1060.0,3250.0,14.0,20.0,35.7142857142857,100.0,179.0,10.0,A,0.188332138128291
P023,T10,6.0,1.95,3.13,182.71,11.0,A,1.0818051703517284,1.4182774069729414,5.213358427320846,-1.0818051703517284,-1.4182774069729414,-5.213358427320846,0.5054335291603466,-0.13002644036017244,-0.20492491655669118,0.05682739074782766,0023-11-14 19:30:58,7.0,5680.0,-100.0,400.0,1130.0,4250.0,14.0,22.0,64.2857142857143,100.0,214.0,11.0,A,0.694321429061561
P024,E1,3.0,3.57,3.23,217.28,1.0,A,1.5195132049061133,1.4422019930581866,5.385778642318031,-1.5195132049061133,-1.4422019930581866,-5.385778642318031,-0.65918849234728,-0.26292722071966723,-0.5125250957325813,-0.4782136029331762,0023-10-02 15:03:09,8.0,2970.0,-350.0,650.0,670.0,2000.0,10.0,19.0,90.0,84.2105263157895,114.0,1.0,A,-0.529991944535904
P024,E2,4.0,2.55,2.82,31.38,12.0,A,1.2669476034873244,1.3402504226184837,3.477540948249489,-1.2669476034873244,-1.3402504226184837,-3.477540948249489,0.012819874113473876,0.303412494501935,2.89179879178405,1.0693437201331528,0023-11-22 10:34:24,3.0,7320.0,-100.0,600.0,1070.0,5750.0,15.0,21.0,86.6666666666667,95.2380952380952,345.0,12.0,A,1.43523431935671
P024,E3,3.0,2.6,2.76,68.6,13.0,A,1.2809338454620642,1.324418957401803,4.242764567340374,-1.2809338454620642,-1.324418957401803,-4.242764567340374,-0.024393711464180155,0.3913560883444484,1.5266286906690387,0.6311970225164356,0023-12-20 11:23:41,1.0,7410.0,-150.0,500.0,1060.0,6000.0,17.0,21.0,64.7058823529412,95.2380952380952,326.0,13.0,A,1.47589417309242
P024,T01,9.0,2.92,3.26,103.83,2.0,A,1.366091653802371,1.449269160281279,4.6523399904644815,-1.366091653802371,-1.449269160281279,-4.6523399904644815,-0.2509754761727385,-0.3021852474012351,0.7959401600865126,0.08092647883751299,0023-10-11 15:07:51,9.0,4150.0,-50.0,400.0,1050.0,2750.0,13.0,23.0,53.8461538461538,91.304347826087,137.0,2.0,A,0.0031039155545049
P024,T02,8.0,2.5,2.77,102.39,3.0,A,1.252762968495368,1.3270750014599193,4.638508245598602,-1.252762968495368,-1.3270750014599193,-4.638508245598602,0.05056132954619892,0.37660179638992447,0.8206161947331999,0.41592644022310776,0023-10-19 11:30:26,4.0,4560.0,-100.0,600.0,1060.0,3000.0,14.0,22.0,64.2857142857143,90.9090909090909,151.0,3.0,A,0.188332138128291
P024,T03,5.0,2.04,2.96,89.34,4.0,A,1.1118575154181303,1.3762440252663892,4.503580330226458,-1.1118575154181303,-1.3762440252663892,-4.503580330226458,0.4254724133039525,0.10346847612636366,1.0613295643631955,0.5300901512645039,0023-10-20 11:09:46,10.0,5500.0,-50.0,300.0,1000.0,4250.0,13.0,21.0,53.8461538461538,90.4761904761905,227.0,4.0,A,0.613001721590143
P024,T04,8.0,1.67,2.66,82.53,5.0,A,0.9820784724121582,1.297463147413275,4.425205848767815,-0.9820784724121582,-1.297463147413275,-4.425205848767815,0.7707791462927913,0.5410952800668501,1.201150782773633,0.8376750697110914,0023-10-23 14:11:58,2.0,5830.0,-100.0,800.0,1130.0,4000.0,17.0,22.0,70.5882352941177,95.4545454545455,238.0,5.0,A,0.76208785195441
P024,T05,7.0,1.25,2.52,66.66,6.0,A,0.8109302162163288,1.2584609896100056,4.214495163352562,-0.8109302162163288,-1.2584609896100056,-4.214495163352562,1.226158102978418,0.7577517851904794,1.577061719835535,1.1869905360014774,0023-10-26 14:55:43,8.0,6450.0,-100.0,850.0,1200.0,4500.0,14.0,22.0,92.8571428571429,100.0,256.0,6.0,A,1.04218906657818
P024,T06,8.0,1.45,2.72,70.98,7.0,A,0.8960880245566357,1.3137236682850553,4.276388302650885,-0.8960880245566357,-1.3137236682850553,-4.276388302650885,0.9995763382698594,0.4507682873568611,1.4666434563028443,0.9723293606431883,0023-10-30 15:19:45,4.0,6650.0,-100.0,550.0,1200.0,5000.0,13.0,22.0,76.9230769230769,100.0,268.0,7.0,A,1.13254429710198
P024,T07,1.0,2.5,2.83,52.56,8.0,A,1.252762968495368,1.3428648031925547,3.9808025208229716,-1.252762968495368,-1.3428648031925547,-3.9808025208229716,0.05056132954619892,0.2888896426869552,1.9939728036974984,0.7778079253102175,0023-11-14 16:02:20,10.0,7060.0,0.0,600.0,1210.0,5250.0,15.0,22.0,80.0,100.0,284.0,8.0,A,1.31777251967577
P024,T08,8.0,1.89,2.71,38.82,9.0,A,1.0612565021243408,1.3110318766193438,3.6843692986360503,-1.0612565021243408,-1.3110318766193438,-3.6843692986360503,0.5601079459885263,0.4657211568302794,2.522813997056827,1.1828810332918775,0023-11-16 15:35:32,5.0,7640.0,0.0,500.0,1140.0,6000.0,12.0,21.0,83.3333333333333,100.0,316.0,9.0,A,1.57980268819478
P024,T09,5.0,1.27,2.56,46.03,10.0,A,0.8197798314933114,1.269760544863939,3.8507856959569566,-0.8197798314933114,-1.269760544863939,-3.8507856959569566,1.2026116838592513,0.6949828952455401,2.2259247162114657,1.3745064317720856,0023-11-17 12:37:33,6.0,7910.0,-300.0,650.0,1060.0,6500.0,19.0,21.0,78.9473684210526,95.2380952380952,365.0,10.0,A,1.70178224940191
P024,T10,10.0,1.6,3.25,27.38,11.0,A,0.9555114450274363,1.4469189829363254,3.3456846717318967,-0.9555114450274363,-1.4469189829363254,-3.3456846717318967,0.8414667798194244,-0.2891300412624682,3.1270323128821373,1.2264563504796977,0023-11-20 12:15:41,2.0,7870.0,-650.0,400.0,870.0,7250.0,13.0,20.0,69.2307692307692,85.0,384.0,11.0,A,1.68371120329715
P025,E1,5.0,5.19,4.68,166.03,1.0,A,1.8229350866965048,1.7369512327330598,5.118173437001857,-1.8229350866965048,-1.7369512327330598,-5.118173437001857,-1.4665115877529409,-1.9002556084954847,-0.03511350507309903,-1.1339602337738415,0023-10-04 08:54:18,2.0,1305.0,-555.0,300.0,810.0,750.0,9.0,19.0,66.6666666666667,78.9473684210526,45.0,1.0,A,-1.28219923864652
P025,E2,2.0,1.82,3.57,149.75,12.0,A,1.0367368849500223,1.5195132049061133,5.015622835607295,-1.0367368849500223,-1.5195132049061133,-5.015622835607295,0.6253479778495359,-0.6923900481440579,0.14783826403400604,0.026932064579828007,0023-12-14 15:31:02,3.0,5100.0,-600.0,50.0,650.0,5000.0,13.0,20.0,61.5384615384615,65.0,263.0,12.0,A,0.432291260542546
P025,E3,5.0,1.64,3.27,250.19,13.0,A,0.9707789171582247,1.451613827240533,5.5262096248844506,-0.9707789171582247,-1.451613827240533,-5.5262096248844506,0.8008441892965611,-0.3152098434154645,-0.7630560175272338,-0.09247389054871241,0024-01-15 15:32:34,2.0,5050.0,-650.0,350.0,600.0,4750.0,12.0,20.0,91.6666666666667,60.0,258.0,13.0,A,0.409702452911597
P025,T01,3.0,2.61,3.97,166.39,2.0,A,1.2837077723447896,1.6034198401085376,5.120326419114528,-1.2837077723447896,-1.6034198401085376,-5.120326419114528,-0.03177437637923686,-1.1584903708835521,-0.03895445657423908,-0.40973973461234264,0023-10-23 17:24:40,7.0,2060.0,-1240.0,250.0,550.0,2500.0,10.0,19.0,50.0,57.8947368421053,139.0,2.0,A,-0.941108243419186
P025,T02,8.0,3.06,5.01,159.7,3.0,A,1.4011829736136414,1.7934247485471162,5.0795392727434665,-1.4011829736136414,-1.7934247485471162,-5.0795392727434665,-0.34434393320272816,-2.2139652916887522,0.03381040763856044,-0.8414996057509733,0023-10-25 17:43:25,2.0,2715.0,-535.0,100.0,650.0,2500.0,14.0,20.0,35.7142857142857,70.0,156.0,3.0,A,-0.645194863453747
P025,T03,4.0,2.45,4.18,159.63,4.0,A,1.2383742310432684,1.6448050562713916,5.079103583569675,-1.2383742310432684,-1.6448050562713916,-5.079103583569675,0.08884584610863072,-1.3883847357763144,0.034587683481334425,-0.4216504020621164,0023-11-08 18:08:37,3.0,2455.0,-1295.0,200.0,300.0,3250.0,13.0,17.0,53.8461538461538,41.1764705882353,206.0,4.0,A,-0.762656663134685
P025,T04,3.0,2.03,4.39,279.3,5.0,A,1.1085626195212777,1.6845453849209058,5.635860458170742,-1.1085626195212777,-1.6845453849209058,-5.635860458170742,0.4342392350598207,-1.609141770838268,-0.9586747039219795,-0.7111924132334756,0023-11-09 18:52:28,7.0,4300.0,-350.0,450.0,450.0,3750.0,12.0,19.0,75.0,63.1578947368421,215.0,5.0,A,0.0708703384473536
P025,T05,10.0,1.87,4.77,137.71,6.0,A,1.0543120297715298,1.7526720805200082,4.932385422775199,-1.0543120297715298,-1.7526720805200082,-4.932385422775199,0.5785852979934267,-1.9875847238813844,0.29633502296513414,-0.37088813430760786,0023-11-16 14:11:07,6.0,3610.0,-450.0,0.0,560.0,3500.0,9.0,20.0,77.7777777777778,60.0,211.0,6.0,A,-0.24085520685975
P025,T06,3.0,1.78,3.42,194.81,7.0,A,1.0224509277025458,1.4861396960896067,5.277144801315235,-1.0224509277025458,-1.4861396960896067,-5.277144801315235,0.6633590242441169,-0.5070006186573939,-0.318720738409569,-0.054120777607615335,0023-11-21 17:42:52,5.0,4550.0,-300.0,300.0,800.0,3750.0,12.0,21.0,75.0,76.1904761904762,241.0,7.0,A,0.183814376602101
P025,T07,3.0,1.48,3.69,179.42,8.0,A,0.9082585601768908,1.5454325824581878,5.195287466228493,-0.9082585601768908,-1.5454325824581878,-5.195287466228493,0.9671938534216611,-0.8363718704765031,-0.17268605831156553,-0.013954691788802506,0023-11-23 17:40:41,6.0,4900.0,-350.0,250.0,500.0,4500.0,14.0,19.0,64.2857142857143,63.1578947368421,275.0,8.0,A,0.341936030018748
P025,T08,7.0,1.8,3.5,108.18,9.0,A,1.0296194171811581,1.5040773967762742,4.692997896353612,-1.0296194171811581,-1.5040773967762742,-4.692997896353612,0.644285623601067,-0.6066443245346447,0.723405862779105,0.25368238728184245,0023-11-28 17:21:14,6.0,5950.0,-350.0,350.0,700.0,5250.0,14.0,20.0,78.5714285714286,70.0,315.0,9.0,A,0.816300990268689
P025,T09,7.0,1.6,3.46,206.69,10.0,A,0.9555114450274363,1.4951487660319727,5.336046583358044,-0.9555114450274363,-1.4951487660319727,-5.336046583358044,0.8414667798194244,-0.5570458909721406,-0.4238023769543475,-0.046460496035687915,0023-11-29 15:39:21,6.0,7000.0,-750.0,550.0,450.0,6750.0,17.0,19.0,70.5882352941177,47.3684210526316,365.0,10.0,A,1.29066595051863
P025,T10,1.0,1.64,3.05,174.22,11.0,A,0.9707789171582247,1.3987168811184478,5.166042327238218,-0.9707789171582247,-1.3987168811184478,-5.166042327238218,0.8008441892965611,-0.021367960709087135,-0.1205123036646455,0.21965464164094284,0023-12-04 19:36:15,10.0,5265.0,-1085.0,400.0,700.0,5250.0,17.0,19.0,64.7058823529412,73.6842105263158,349.0,11.0,A,0.50683432572468
P026,E1,3.0,6.84,3.92,191.63,1.0,A,2.0592388343623163,1.5933085305042167,5.2607712504740665,-2.0592388343623163,-1.5933085305042167,-5.2607712504740665,-2.0952515846702044,-1.1023221708535655,-0.28951008481786966,-1.1623612801138798,0023-10-05 15:48:35,0.0,1805.0,-275.0,1200.0,630.0,250.0,18.0,20.0,72.2222222222222,75.0,19.0,1.0,A,-1.05631116233703
P026,E2,4.0,1.8,2.71,173.56,12.0,A,1.0296194171811581,1.3110318766193438,5.16226852208476,-1.0296194171811581,-1.3110318766193438,-5.16226852208476,0.644285623601067,0.4657211568302794,-0.11377978021084183,0.33207566674016825,0023-12-07 12:00:34,3.0,4525.0,-385.0,800.0,860.0,3250.0,13.0,21.0,84.6153846153846,80.9523809523809,176.0,12.0,A,0.172519972786627
P026,E3,2.0,1.84,3.11,167.91,13.0,A,1.0438040521731147,1.413423028508143,5.129366028692254,-1.0438040521731147,-1.413423028508143,-5.129366028692254,0.6065441681683414,-0.10306042791451109,-0.055081251949328336,0.14946749610150067,0024-01-09 18:05:28,2.0,3955.0,-185.0,750.0,890.0,2500.0,14.0,20.0,78.5714285714286,90.0,162.0,13.0,A,-0.0849924342061983
P026,T01,10.0,3.52,3.75,98.92,2.0,A,1.5085119938441398,1.55814461804655,4.604369865817322,-1.5085119938441398,-1.55814461804655,-4.604369865817322,-0.6299172620874305,-0.9069870712424172,0.881519562343939,-0.21846159032863618,0023-10-26 11:09:09,4.0,2610.0,-190.0,1000.0,1050.0,750.0,17.0,21.0,70.5882352941177,95.2380952380952,46.0,2.0,A,-0.692631359478741
P026,T02,4.0,2.57,3.85,164.48,3.0,A,1.2725655957915476,1.5789787049493917,5.108850341593211,-1.2725655957915476,-1.5789787049493917,-5.108850341593211,-0.0021280752903330836,-1.0227201667952308,-0.01848096683957387,-0.34777640297504586,0023-10-27 13:46:53,9.0,2590.0,-120.0,800.0,910.0,1000.0,15.0,19.0,66.6666666666667,94.7368421052632,61.0,3.0,A,-0.701666882531121
P026,T03,6.0,2.43,3.88,171.57,4.0,A,1.2325602611778486,1.5851452198650557,5.150802951259488,-1.2325602611778486,-1.5851452198650557,-5.150802951259488,0.10431523849605412,-1.0569750810273995,-0.09332503457521374,-0.34866162570218634,0023-11-07 15:50:09,9.0,2530.0,-470.0,850.0,900.0,1250.0,16.0,20.0,75.0,85.0,71.0,4.0,A,-0.72877345168826
P026,T04,8.0,2.03,2.88,240.18,5.0,A,1.1085626195212777,1.355835153635182,5.485543542675447,-1.1085626195212777,-1.355835153635182,-5.485543542675447,0.4342392350598207,0.2168395060944411,-0.6905071335458788,-0.013142797463872332,0023-11-09 14:03:55,7.0,2860.0,-420.0,800.0,980.0,1500.0,15.0,20.0,73.3333333333333,90.0,87.0,5.0,A,-0.579687321323993
P026,T05,2.0,2.08,3.42,179.9,6.0,A,1.1249295969854831,1.4861396960896067,5.19794439240125,-1.1249295969854831,-1.4861396960896067,-5.19794439240125,0.3906911599148478,-0.5070006186573939,-0.17742605336847084,-0.09791183737033897,0023-11-16 13:49:34,3.0,2890.0,-50.0,850.0,840.0,1250.0,15.0,19.0,80.0,89.4736842105263,80.0,6.0,A,-0.566134036745424
P026,T06,1.0,1.63,3.09,255.18,7.0,A,0.9669838461896731,1.4085449700547104,5.54588032240299,-0.9669838461896731,-1.4085449700547104,-5.54588032240299,0.8109418408684796,-0.0759628734243102,-0.798148828896923,-0.021056620484251165,0023-11-22 16:43:41,2.0,3255.0,-85.0,600.0,990.0,1750.0,12.0,20.0,75.0,95.0,96.0,7.0,A,-0.401235741039492
P026,T07,4.0,2.12,2.88,223.49,8.0,A,1.1378330018213911,1.355835153635182,5.413831162760377,-1.1378330018213911,-1.355835153635182,-5.413831162760377,0.35635870942733155,0.2168395060944411,-0.5625712014896225,0.0035423380107167204,0023-11-23 15:37:24,1.0,3305.0,-85.0,550.0,1090.0,1750.0,10.0,23.0,90.0,91.304347826087,94.0,8.0,A,-0.378646933408542
P026,T08,5.0,1.52,2.83,134.84,9.0,A,0.9242589015233319,1.3428648031925547,4.9114777225630375,-0.9242589015233319,-1.3428648031925547,-4.9114777225630375,0.9246212972594803,0.2888896426869552,0.3336346651881857,0.5157152017115404,0023-11-24 15:31:05,9.0,3330.0,-100.0,500.0,680.0,2250.0,10.0,18.0,80.0,77.7777777777778,146.0,9.0,A,-0.367352529593068
