Participant,Session,Session_Game_MATB,SYSMON,TRACK,RESMAN,session_factor_MATB,Group_MATB,SYSMON_log,TRACK_log,RESMAN_log,SYSMON_log_inv,TRACK_log_inv,RESMAN_log_inv,SYSMON_z,TRACK_z,RESMAN_z,MATB_z_mean,Date,Session_Game_SF,TotalScore,Flight,Bonus,Mine,Fortress,NumberofBonus,NumberofMine,Bonus_Prct,Mine_Prct,FortressShot,session_factor_SF,Group_SF,SF_zscore
P001,E1,1.0,3.06,4.3,67.07,1.0,B,1.4011829736136414,1.667706820558076,4.22053658745986,-1.4011829736136414,-1.667706820558076,-4.22053658745986,-0.34434393320272816,-1.5156037536713263,1.5662837310833875,-0.09788798526355569,0022-09-26 14:31:38,8.0,2290.0,-150.0,250.0,940.0,1250.0,14.0,20.0,28.5714285714286,85.0,61.0,1.0,B,-0.837199728316818
P001,E2,3.0,1.87,2.85,183.42,12.0,B,1.0543120297715298,1.3480731482996928,5.217215765110995,-1.0543120297715298,-1.3480731482996928,-5.217215765110995,0.5785852979934267,0.25995734991274105,-0.21180646345309964,0.20891206148435604,0022-11-08 10:33:27,4.0,5600.0,-150.0,700.0,1050.0,4000.0,12.0,21.0,83.3333333333333,95.2380952380952,197.0,12.0,B,0.658179336852042
P001,E3,1.0,1.51,2.77,148.51,13.0,B,0.9202827531436925,1.3270750014599193,5.007363280225836,-0.9202827531436925,-1.3270750014599193,-5.007363280225836,0.93520074656848,0.37660179638992447,0.16257343134191948,0.4914586581001079,0022-12-19 10:47:47,2.0,5790.0,-100.0,800.0,1090.0,4000.0,14.0,21.0,78.5714285714286,95.2380952380952,200.0,13.0,B,0.74401680584965
P001,T01,9.0,4.52,3.19,215.96,2.0,B,1.7083778602890038,1.4327007339340463,5.3797130047520305,-1.7083778602890038,-1.4327007339340463,-5.3797130047520305,-1.1617059683339674,-0.21014784357613675,-0.5017039098168335,-0.6245192405756459,0022-10-11 18:44:08,9.0,3100.0,-50.0,650.0,1000.0,1500.0,16.0,21.0,50.0,90.4761904761905,76.0,2.0,B,-0.471261044695436
P001,T02,8.0,2.83,3.11,249.61,3.0,B,1.3428648031925547,1.413423028508143,5.523897945895664,-1.3428648031925547,-1.413423028508143,-5.523897945895664,-0.1891751445018815,-0.10306042791451109,-0.7589319484837082,-0.3503891736333669,0022-10-17 11:34:48,7.0,4190.0,-50.0,650.0,1090.0,2500.0,15.0,22.0,66.6666666666667,95.4545454545455,127.0,3.0,B,0.0211749616592646
P001,T03,6.0,1.45,3.54,158.9,4.0,B,0.8960880245566357,1.5129270120532565,5.074548619839908,-0.8960880245566357,-1.5129270120532565,-5.074548619839908,0.9995763382698594,-0.6558038281516204,0.042713805232422776,0.12882877178355392,0022-10-18 08:58:55,5.0,4200.0,-100.0,750.0,1050.0,2500.0,14.0,22.0,64.2857142857143,90.9090909090909,129.0,4.0,B,0.0256927231854545
P001,T04,5.0,2.01,3.19,153.88,5.0,B,1.1019400787607843,1.4327007339340463,5.042650623528266,-1.1019400787607843,-1.4327007339340463,-5.042650623528266,0.45186001466432246,-0.21014784357613675,0.09962029604600352,0.11377748904472974,0022-10-25 16:44:32,8.0,4350.0,-50.0,850.0,1050.0,2500.0,10.0,20.0,100.0,95.0,132.0,5.0,B,0.0934591460783031
P001,T05,2.0,1.33,3.27,198.33,6.0,B,0.8458682675776092,1.451613827240533,5.2949617427346745,-0.8458682675776092,-1.451613827240533,-5.2949617427346745,1.1331974516041832,-0.3152098434154645,-0.35050642185205444,0.15582706211222144,0022-10-26 08:52:09,6.0,5180.0,0.0,600.0,1080.0,3500.0,12.0,22.0,75.0,95.4545454545455,169.0,6.0,B,0.468433352752066
P001,T06,2.0,2.02,3.15,198.54,7.0,B,1.1052568313867783,1.423108334242607,5.296014717485361,-1.1052568313867783,-1.423108334242607,-5.296014717485361,0.4430350380973319,-0.1568621817063718,-0.35238494417024235,-0.02207069592642741,0022-11-02 12:53:19,9.0,5620.0,0.0,800.0,1070.0,3750.0,14.0,21.0,78.5714285714286,95.2380952380952,191.0,7.0,B,0.667214859904422
P001,T07,7.0,1.58,3.22,123.29,8.0,B,0.9477893989335261,1.4398351280479207,4.82261754475742,-0.9477893989335261,-1.4398351280479207,-4.82261754475742,0.8620130440460352,-0.2497793148060965,0.4921625188685427,0.3681320827028271,0022-11-03 12:20:32,9.0,6410.0,-50.0,1150.0,1060.0,4250.0,15.0,21.0,93.3333333333333,95.2380952380952,212.0,8.0,B,1.02411802047342
P001,T08,8.0,1.4,3.04,204.4,9.0,B,0.8754687373538999,1.3962446919730587,5.324959297494458,-0.8754687373538999,-1.3962446919730587,-5.324959297494458,1.05443865298278,-0.007634980525111538,-0.40402249720956795,0.21426039174936687,0022-11-04 19:50:55,3.0,6290.0,-100.0,1050.0,1090.0,4250.0,16.0,21.0,81.25,95.2380952380952,218.0,9.0,B,0.969904882159145
P001,T09,7.0,1.37,3.01,132.79,10.0,B,0.8628899551470398,1.3887912413184778,4.8962714064855275,-0.8628899551470398,-1.3887912413184778,-4.8962714064855275,1.0879073709531313,0.03376884584978625,0.3607629549314948,0.4941463905781374,0022-11-07 11:50:32,7.0,5650.0,-100.0,700.0,1050.0,4000.0,10.0,20.0,100.0,100.0,202.0,10.0,B,0.680768144482991
P001,T10,,,,,,,,,,,,,,,,,0022-11-07 13:50:32,8.0,5650.0,-100.0,700.0,1050.0,4000.0,10.0,20.0,100.0,100.0,202.0,11.0,B,0.680768144482991
P002,E1,3.0,18.59,5.0,512.28,1.0,B,2.9750192319564492,1.791759469228055,6.240821505238095,-2.9750192319564492,-1.791759469228055,-6.240821505238095,-4.531894126516487,-2.204714685628894,-2.0379340383068123,-2.9248476168173982,0022-10-17 18:07:37,0.0,1090.0,-220.0,150.0,910.0,250.0,10.0,21.0,30.0,85.7142857142857,13.0,1.0,B,-1.37933111145961
P002,E2,2.0,1.53,3.17,185.9,12.0,B,0.928219302739429,1.4279160358107101,5.230573714461517,-0.928219302739429,-1.4279160358107101,-5.230573714461517,0.9140837468693717,-0.1835689045671083,-0.23563723998768438,0.16495920077152634,0022-12-08 18:49:34,2.0,4920.0,-100.0,400.0,870.0,3750.0,13.0,21.0,61.5384615384615,80.9523809523809,191.0,12.0,B,0.350971553071128
P002,E3,1.0,1.68,2.96,180.44,13.0,B,0.9858167945227652,1.3762440252663892,5.200925020539387,-0.9858167945227652,-1.3762440252663892,-5.200925020539387,0.7608324879959334,0.10346847612636366,-0.1827435374544443,0.22718580888928427,0023-01-12 17:56:42,4.0,4850.0,0.0,500.0,850.0,3500.0,15.0,20.0,53.3333333333333,90.0,190.0,13.0,B,0.319347222387799
P002,T01,10.0,1.83,3.74,99.77,2.0,B,1.0402767116551463,1.556037135706985,4.612840692292311,-1.0402767116551463,-1.556037135706985,-4.612840692292311,0.6159294618350758,-0.8952800328625661,0.8664074843227105,0.19568563776507342,0022-11-07 19:15:12,7.0,1700.0,-300.0,500.0,1000.0,500.0,11.0,22.0,54.5454545454545,86.3636363636364,28.0,2.0,B,-1.10374765836202
P002,T02,8.0,2.52,3.89,141.99,3.0,B,1.2584609896100056,1.5871923034867808,4.962774697744756,-1.2584609896100056,-1.5871923034867808,-4.962774697744756,0.03540044524605517,-1.06834660527526,0.24212011303816475,-0.2636086823303467,0022-11-09 19:23:41,10.0,2080.0,-300.0,350.0,1030.0,1000.0,11.0,22.0,45.4545454545455,86.3636363636364,54.0,3.0,B,-0.932072720366806
P002,T03,1.0,3.27,3.4,95.68,4.0,B,1.451613827240533,1.4816045409242156,4.571406555835282,-1.451613827240533,-1.4816045409242156,-4.571406555835282,-0.4785267172978375,-0.4818078876991939,0.9403265882884974,-0.006669338902844675,0022-11-14 18:56:37,7.0,2020.0,-100.0,50.0,1070.0,1000.0,12.0,23.0,25.0,91.304347826087,51.0,4.0,B,-0.959179289523946
P002,T04,8.0,1.58,3.54,137.94,5.0,B,0.9477893989335261,1.5129270120532565,4.934042185264735,-0.9477893989335261,-1.5129270120532565,-4.934042185264735,0.8620130440460352,-0.6558038281516204,0.29337933451154125,0.16652951680198533,0022-11-16 19:17:05,9.0,3020.0,-50.0,500.0,1070.0,1500.0,15.0,22.0,40.0,90.9090909090909,84.0,5.0,B,-0.507403136904955
P002,T05,8.0,1.58,3.21,152.52,6.0,B,0.9477893989335261,1.43746264769429,5.033830851699444,-0.9477893989335261,-1.43746264769429,-5.033830851699444,0.8620130440460352,-0.2366002157294549,0.11535489766960337,0.24692257532872788,0022-11-21 18:48:08,5.0,3340.0,-50.0,600.0,1040.0,1750.0,13.0,22.0,61.5384615384615,90.9090909090909,122.0,6.0,B,-0.362834768066878
P002,T06,9.0,1.82,3.48,140.42,7.0,B,1.0367368849500223,1.4996230464268938,4.951734186176095,-1.0367368849500223,-1.4996230464268938,-4.951734186176095,0.6253479778495359,-0.5819004633318661,0.2618165467583579,0.10175468709200924,0022-11-23 19:07:45,8.0,4010.0,0.0,600.0,1160.0,2250.0,15.0,23.0,53.3333333333333,95.6521739130435,124.0,7.0,B,-0.0601447458121538
P002,T07,6.0,1.44,3.28,131.99,8.0,B,0.8919980393051105,1.4539530095937052,4.890273937425072,-0.8919980393051105,-1.4539530095937052,-4.890273937425072,1.0104586765308352,-0.3282039725106161,0.3714625272387674,0.3512390770863288,0022-11-28 18:33:51,3.0,4130.0,-100.0,700.0,1030.0,2500.0,15.0,22.0,66.6666666666667,90.9090909090909,127.0,8.0,B,-0.0059316074978748
P002,T08,1.0,3.11,3.36,70.64,9.0,B,1.413423028508143,1.4724720573609429,4.271653577192511,-1.413423028508143,-1.4724720573609429,-4.271653577192511,-0.37691138993015916,-0.4310770542438257,1.4750902756005009,0.222367277142172,0022-11-30 18:51:40,5.0,4180.0,-50.0,350.0,1130.0,2750.0,12.0,22.0,66.6666666666667,95.4545454545455,162.0,9.0,B,0.0166572001330747
P002,T09,7.0,1.94,3.29,161.22,10.0,B,1.0784095813505903,1.4562867329399256,5.088953438642199,-1.0784095813505903,-1.4562867329399256,-5.088953438642199,0.5144682678777671,-0.34116777688954075,0.017015398321996455,0.06343862977007426,0022-12-05 18:48:24,6.0,4420.0,-100.0,650.0,1120.0,2750.0,15.0,22.0,73.3333333333333,95.4545454545455,144.0,10.0,B,0.125083476761633
P002,T10,4.0,1.64,3.35,126.52,11.0,B,0.9707789171582247,1.4701758451005926,4.848273215041905,-0.9707789171582247,-1.4701758451005926,-4.848273215041905,0.8008441892965611,-0.4183216234838431,0.4463924287633073,0.27630499819200843,0022-12-07 19:30:39,10.0,4670.0,0.0,150.0,1020.0,3500.0,12.0,21.0,58.3333333333333,95.2380952380952,183.0,11.0,B,0.23802751491638
P003,E1,4.0,2.87,3.25,71.24,1.0,B,1.3532545070416904,1.4469189829363254,4.27999390910873,-1.3532545070416904,-1.4469189829363254,-4.27999390910873,-0.2168193204009247,-0.2891300412624682,1.4602110017760417,0.3180872133708829,0022-10-19 17:33:16,8.0,3020.0,0.0,1050.0,970.0,1000.0,14.0,21.0,85.7142857142857,90.4761904761905,54.0,1.0,B,-0.507403136904955
P003,E2,5.0,1.08,2.11,66.79,12.0,B,0.7323678937132266,1.1346227261911428,4.216414691442874,-0.7323678937132266,-1.1346227261911428,-4.216414691442874,1.435191073874292,1.445671809724639,1.5736372537163925,1.4848333791051076,0022-12-09 14:21:25,1.0,7870.0,0.0,1150.0,1220.0,5500.0,15.0,24.0,100.0,95.8333333333333,258.0,12.0,B,1.68371120329715
P003,E3,1.0,1.41,2.05,73.85,13.0,B,0.8796267475025636,1.1151415906193203,4.3154861108656375,-0.8796267475025636,-1.1151415906193203,-4.3154861108656375,1.043375318973579,1.5538892773355433,1.3968923960084416,1.3313856641058546,0023-01-18 19:07:29,3.0,7000.0,-100.0,750.0,1100.0,5250.0,11.0,23.0,100.0,86.9565217391304,262.0,13.0,B,1.29066595051863
P003,T01,6.0,1.61,2.47,105.42,2.0,B,0.9593502213346021,1.244154593958768,4.667393529168224,-0.9593502213346021,-1.244154593958768,-4.667393529168224,0.831252840229491,0.8372236364236239,0.7690844274070362,0.8125203013533837,0022-10-28 17:08:41,9.0,3860.0,-100.0,650.0,1060.0,2250.0,10.0,22.0,80.0,95.4545454545455,118.0,2.0,B,-0.127911168705002
P003,T02,4.0,1.43,2.42,78.55,3.0,B,0.887891257352457,1.2296405510745139,4.376385754783795,-0.887891257352457,-1.2296405510745139,-4.376385754783795,1.0213857062447393,0.9178489654728124,1.2882465427291199,1.0758270714822238,0022-11-08 17:09:01,10.0,5190.0,0.0,550.0,1140.0,3500.0,8.0,23.0,100.0,95.6521739130435,206.0,3.0,B,0.472951114278255
P003,T03,1.0,2.14,2.22,44.51,4.0,B,1.144222799920162,1.169381359556317,3.8179320820285505,-1.144222799920162,-1.169381359556317,-3.8179320820285505,0.33935719473868253,1.2525880304692012,2.28453604279587,1.292160422667918,0022-11-10 17:26:29,5.0,5430.0,-50.0,1350.0,1130.0,3000.0,17.0,23.0,94.1176470588235,91.304347826087,163.0,4.0,B,0.581377390906813
P003,T04,5.0,1.35,2.37,74.68,5.0,B,0.8544153281560676,1.2149127443642704,4.326513924743623,-0.8544153281560676,-1.2149127443642704,-4.326513924743623,1.1104560482416284,0.9996617499365018,1.3772186151536723,1.162445471110601,0022-11-17 18:57:36,9.0,6590.0,0.0,1200.0,1140.0,4250.0,18.0,22.0,83.3333333333333,95.4545454545455,215.0,5.0,B,1.10543772794484
P003,T05,8.0,1.03,2.38,80.42,6.0,B,0.7080357930536961,1.2178757094949273,4.399620943074833,-0.7080357930536961,-1.2178757094949273,-4.399620943074833,1.4999321752947379,0.9832025152128917,1.2467946278151674,1.2433097727742657,0022-11-18 16:55:10,8.0,6950.0,-100.0,750.0,1050.0,5250.0,15.0,22.0,80.0,90.9090909090909,261.0,6.0,B,1.26807714288768
P003,T06,9.0,1.23,2.23,123.86,7.0,B,0.8020015854720274,1.172482137234565,4.8271931096335985,-0.8020015854720274,-1.172482137234565,-4.8271931096335985,1.2499147607635779,1.2353632487449888,0.4839996443716836,0.9897592179600833,0022-11-23 17:54:52,9.0,7510.0,-100.0,700.0,1160.0,5750.0,12.0,23.0,83.3333333333333,95.6521739130435,283.0,7.0,B,1.52107178835431
P003,T07,7.0,1.4,2.31,56.4,8.0,B,0.8754687373538999,1.1969481893889715,4.050044303325521,-0.8754687373538999,-1.1969481893889715,-4.050044303325521,1.05443865298278,1.09945463105559,1.870444453471338,1.3414459125032359,0022-11-24 10:55:33,8.0,6890.0,0.0,650.0,1240.0,5000.0,11.0,23.0,90.9090909090909,100.0,248.0,8.0,B,1.24097057373054
P003,T08,6.0,1.15,2.13,84.42,9.0,B,0.7654678421395714,1.1410330045520618,4.44758026541332,-0.7654678421395714,-1.1410330045520618,-4.44758026541332,1.3471211144381277,1.4100627925632878,1.161234497034019,1.3061394680118115,0022-11-29 16:31:39,9.0,7260.0,0.0,850.0,1160.0,5250.0,15.0,22.0,80.0,95.4545454545455,253.0,9.0,B,1.40812775019957
P003,T09,1.0,1.04,2.02,74.24,10.0,B,0.712949807856125,1.1052568313867783,4.32068300443283,-0.712949807856125,-1.1052568313867783,-4.32068300443283,1.4868573185383398,1.6087989928470157,1.3876210620615923,1.4944257911489827,0022-12-02 15:54:59,8.0,7720.0,-300.0,950.0,1070.0,6000.0,17.0,21.0,76.4705882352941,95.2380952380952,293.0,10.0,B,1.6159447804043
P003,T10,9.0,1.28,2.11,91.17,11.0,B,0.8241754429663495,1.1346227261911428,4.523634698005573,-0.8241754429663495,-1.1346227261911428,-4.523634698005573,1.1909161573544582,1.445671809724639,1.0255522796508687,1.2207134155766555,0022-12-07 20:32:22,9.0,8020.0,0.0,1150.0,1120.0,5750.0,15.0,23.0,100.0,95.6521739130435,279.0,11.0,B,1.75147762619
P004,E1,5.0,3.01,4.42,131.69,1.0,A,1.3887912413184778,1.6900958154515549,4.888015580548345,-1.3887912413184778,-1.6900958154515549,-4.888015580548345,-0.3113729041690317,-1.6399743439171124,0.37549146885640694,-0.5252852597432457,0022-10-27 17:13:19,8.0,2170.0,-590.0,1000.0,1010.0,750.0,14.0,20.0,85.7142857142857,95.0,46.0,1.0,A,-0.891412866631097
P004,E2,5.0,1.08,2.61,67.34,12.0,A,0.7323678937132266,1.2837077723447896,4.2244952466871455,-0.7323678937132266,-1.2837077723447896,-4.2244952466871455,1.435191073874292,0.6175062187650399,1.5592214252648438,1.2039729059680584,0022-12-14 19:16:40,5.0,6350.0,-750.0,1100.0,1000.0,5000.0,17.0,21.0,88.2352941176471,85.7142857142857,262.0,12.0,A,0.997011451316285
P004,E3,2.0,0.95,2.85,64.25,13.0,A,0.6678293725756554,1.3480731482996928,4.178226046202803,-0.6678293725756554,-1.3480731482996928,-4.178226046202803,1.6069105238699304,0.25995734991274105,1.6417663539992227,1.1695447425939647,0023-01-10 17:32:45,5.0,6355.0,-475.0,600.0,980.0,5250.0,14.0,20.0,78.5714285714286,90.0,263.0,13.0,A,0.99927033207938
P004,T01,8.0,2.14,3.63,102.57,2.0,A,1.144222799920162,1.5325568680981427,4.640247712600788,-1.144222799920162,-1.5325568680981427,-4.640247712600788,0.33935719473868253,-0.7648474361544703,0.817512960222376,0.13067423960219607,0022-11-15 19:11:47,9.0,2905.0,-385.0,700.0,1090.0,1500.0,9.0,21.0,100.0,95.2380952380952,79.0,2.0,A,-0.559357394456139
P004,T02,4.0,2.23,3.62,134.44,3.0,A,1.172482137234565,1.5303947050936475,4.90852873782488,-1.172482137234565,-1.5303947050936475,-4.90852873782488,0.264166784804645,-0.7528366473559521,0.33889569698691685,-0.04992472185479676,0022-11-17 19:43:46,4.0,2945.0,-705.0,900.0,1000.0,1750.0,14.0,22.0,78.5714285714286,86.3636363636364,95.0,3.0,A,-0.541286348351379
P004,T03,3.0,1.1,3.15,211.12,4.0,A,0.7419373447293773,1.423108334242607,5.357152152268929,-0.7419373447293773,-1.423108334242607,-5.357152152268929,1.4097293676515725,-0.1568621817063718,-0.46145501982283776,0.263804055374121,0022-11-22 18:56:28,7.0,4235.0,-185.0,1100.0,1070.0,2250.0,14.0,21.0,92.8571428571429,95.2380952380952,110.0,4.0,A,0.0415048885271192
P004,T04,7.0,1.39,2.97,89.44,5.0,A,0.8712933659434192,1.3787660946990992,4.504686647409769,-0.8712933659434192,-1.3787660946990992,-4.504686647409769,1.0655481805873388,0.08945841156208291,1.0593558783669372,0.7381208235054529,0022-11-25 09:49:48,3.0,3865.0,-185.0,900.0,1150.0,2000.0,11.0,22.0,100.0,95.4545454545455,107.0,5.0,A,-0.125652287941907
P004,T05,10.0,1.24,3.01,75.46,6.0,A,0.8064758658669485,1.3887912413184778,4.336767728268267,-0.8064758658669485,-1.3887912413184778,-4.336767728268267,1.2380099176559343,0.03376884584978625,1.3589256800621212,0.8769014811892806,0022-11-30 11:39:14,6.0,4805.0,-135.0,1050.0,890.0,3000.0,14.0,19.0,92.8571428571429,89.4736842105263,162.0,6.0,A,0.299017295519944
P004,T06,5.0,1.16,2.58,89.42,7.0,A,0.7701082216960737,1.275362800412609,4.504465481866459,-0.7701082216960737,-1.275362800412609,-4.504465481866459,1.3347743266411929,0.6638624348313593,1.0597504409230196,1.019462400798524,0022-12-02 19:16:24,9.0,4860.0,-520.0,850.0,1030.0,3500.0,11.0,20.0,100.0,95.0,172.0,7.0,A,0.323864983913988
P004,T07,9.0,0.95,2.98,40.73,8.0,A,0.6678293725756554,1.3812818192963463,3.731220294603461,-0.6678293725756554,-1.3812818192963463,-3.731220294603461,1.6069105238699304,0.07548359248047236,2.4392311366922246,1.3738750843475425,0022-12-03 11:07:16,6.0,5390.0,-290.0,850.0,1080.0,3750.0,11.0,21.0,100.0,95.2380952380952,188.0,8.0,A,0.563306344802054
P004,T08,6.0,1.39,2.73,62.75,9.0,A,0.8712933659434192,1.3164082336557241,4.154969184038536,-0.8712933659434192,-1.3164082336557241,-4.154969184038536,1.0655481805873388,0.43585555986319713,1.6832569354192395,1.0615535586232585,0022-12-07 13:48:38,7.0,5895.0,-435.0,650.0,930.0,4750.0,11.0,20.0,90.9090909090909,85.0,236.0,9.0,A,0.791453301874644
P004,T09,9.0,0.98,2.85,56.44,10.0,A,0.6830968447064438,1.3480731482996928,4.050740924739968,-0.6830968447064438,-1.3480731482996928,-4.050740924739968,1.566287933347067,0.25995734991274105,1.869201670704217,1.2318156513213416,0022-12-12 19:27:01,9.0,6575.0,-525.0,850.0,1000.0,5250.0,14.0,21.0,85.7142857142857,90.4761904761905,278.0,10.0,A,1.09866108565556
P004,T10,3.0,1.09,2.95,56.88,11.0,A,0.7371640659767196,1.3737155789130306,4.058371901763283,-0.7371640659767196,-1.3737155789130306,-4.058371901763283,1.422429764060332,0.11751396440612587,1.8555878963582275,1.1318438749415618,0022-12-13 19:01:45,4.0,6125.0,-455.0,450.0,880.0,5250.0,11.0,19.0,81.8181818181818,89.4736842105263,284.0,11.0,A,0.895361816977012
P005,E1,1.0,6.36,3.84,189.88,1.0,A,1.9960599327407849,1.5769147207285403,5.251644958349606,-1.9960599327407849,-1.5769147207285403,-5.251644958349606,-1.9271497123844736,-1.0112547599278576,-0.2732286465147015,-1.0705443729423443,0023-01-18 15:26:53,6.0,1320.0,-240.0,300.0,760.0,500.0,13.0,18.0,38.4615384615385,83.3333333333333,28.0,1.0,A,-1.27542259635724
P005,E2,4.0,1.88,2.48,43.54,12.0,A,1.0577902941478545,1.247032293786383,3.7963876618292214,-1.0577902941478545,-1.247032293786383,-3.7963876618292214,0.5693305825906874,0.8212380494058289,2.3229716027658105,1.2378467449207757,0023-04-17 18:38:11,4.0,6090.0,-150.0,1000.0,740.0,4500.0,15.0,21.0,100.0,76.1904761904762,244.0,12.0,A,0.879549651635347
P005,E3,2.0,1.29,2.88,63.51,13.0,A,0.8285518175661483,1.355835153635182,4.16682025054415,-0.8285518175661483,-1.355835153635182,-4.16682025054415,1.1792718149368437,0.2168395060944411,1.6621144598654773,1.0194085936322541,0023-05-16 14:26:31,1.0,6490.0,-50.0,1250.0,1040.0,4250.0,17.0,23.0,100.0,86.9565217391304,228.0,13.0,A,1.06026011268294
P005,T01,8.0,2.43,3.21,129.94,2.0,A,1.2325602611778486,1.43746264769429,4.874739203012945,-1.2325602611778486,-1.43746264769429,-4.874739203012945,0.10431523849605412,-0.2366002157294549,0.39917672008267624,0.08896391428309182,0023-03-06 19:45:03,8.0,2040.0,-340.0,500.0,1130.0,750.0,8.0,22.0,87.5,95.4545454545455,43.0,2.0,A,-0.950143766471566
P005,T02,8.0,2.42,3.03,96.96,3.0,A,1.2296405510745139,1.3937663759585914,4.584559232083967,-1.2296405510745139,-1.3937663759585914,-4.584559232083967,0.112083792907498,0.00613203434095788,0.916862021962537,0.34502594973699763,0023-03-07 18:11:46,4.0,2645.0,-305.0,500.0,1200.0,1250.0,10.0,23.0,70.0,95.6521739130435,71.0,3.0,A,-0.676819194137076
P005,T03,3.0,2.47,3.01,53.29,4.0,A,1.244154593958768,1.3887912413184778,3.9943400479173596,-1.244154593958768,-1.3887912413184778,-3.9943400479173596,0.07346587267371228,0.03376884584978625,1.9698216578478067,0.6923521254571018,0023-03-13 19:24:30,9.0,3465.0,-405.0,850.0,1020.0,2000.0,15.0,22.0,73.3333333333333,86.3636363636364,101.0,4.0,A,-0.306362748989504
P005,T04,1.0,1.67,2.52,69.63,5.0,A,0.9820784724121582,1.2584609896100056,4.257454983420831,-0.9820784724121582,-1.2584609896100056,-4.257454983420831,0.7707791462927913,0.7577517851904794,1.5004207740474829,1.0096505685102513,0023-03-14 18:13:41,3.0,3845.0,-225.0,950.0,1120.0,2000.0,12.0,21.0,100.0,100.0,105.0,5.0,A,-0.134687810994287
P005,T05,8.0,1.51,2.91,47.51,6.0,A,0.9202827531436925,1.3635373739972745,3.8817699622571253,-0.9202827531436925,-1.3635373739972745,-3.8817699622571253,0.93520074656848,0.1740537670653271,2.170648333069727,1.093300948901178,0023-03-20 19:23:30,8.0,3980.0,-260.0,900.0,1090.0,2250.0,14.0,22.0,78.5714285714286,90.9090909090909,123.0,6.0,A,-0.0736980303907235
P005,T06,5.0,1.36,2.49,56.46,7.0,A,0.8586616190375188,1.2499017362143359,4.051089053551143,-0.8586616190375188,-1.2499017362143359,-4.051089053551143,1.0991578232152137,0.8052983321412206,1.8685806038258614,1.257678919727432,0023-03-23 18:34:43,4.0,4560.0,-240.0,650.0,1150.0,3000.0,11.0,22.0,81.8181818181818,100.0,153.0,7.0,A,0.188332138128291
P005,T07,6.0,1.83,2.4,59.97,8.0,A,1.0402767116551463,1.2237754316221157,4.110381939919725,-1.0402767116551463,-1.2237754316221157,-4.110381939919725,0.6159294618350758,0.9504296316272037,1.76280122945767,1.1097201076399832,0023-03-27 19:27:24,8.0,5275.0,-185.0,700.0,1010.0,3750.0,10.0,22.0,100.0,86.3636363636364,197.0,8.0,A,0.51135208725087
P005,T08,4.0,1.28,2.52,52.59,9.0,A,0.8241754429663495,1.2584609896100056,3.981362483506759,-0.8241754429663495,-1.2584609896100056,-3.981362483506759,1.1909161573544582,0.7577517851904794,1.992973822099734,1.3138805882148905,0023-03-28 16:52:37,3.0,5300.0,-240.0,900.0,1140.0,3500.0,14.0,22.0,85.7142857142857,95.4545454545455,176.0,9.0,A,0.522646491066345
P005,T09,10.0,1.41,2.68,44.77,10.0,A,0.8796267475025636,1.3029127521808397,3.8236288546655506,-0.8796267475025636,-1.3029127521808397,-3.8236288546655506,1.043375318973579,0.5108227928572663,2.27437291729522,1.2761903430420218,0023-04-04 19:14:20,6.0,6825.0,-105.0,1000.0,1180.0,4750.0,14.0,22.0,92.8571428571429,100.0,246.0,10.0,A,1.21160512381031
P005,T10,9.0,1.49,2.25,48.82,11.0,A,0.9122827104766164,1.1786549963416462,3.9084165098340344,-0.9122827104766164,-1.1786549963416462,-3.9084165098340344,0.9564866840600381,1.2010730926078161,2.1231105034178506,1.4268900933619015,0023-04-05 19:15:18,9.0,6770.0,-260.0,850.0,1180.0,5000.0,12.0,22.0,100.0,100.0,247.0,11.0,A,1.18675743541626
P006,E1,4.0,2.63,5.41,315.15,1.0,B,1.2892326482767593,1.8578592709325787,5.756216784504622,-1.2892326482767593,-1.8578592709325787,-5.756216784504622,-0.04647456844452536,-2.57189826810921,-1.1733921461073857,-1.2639216608870403,0023-01-19 18:32:00,0.0,485.0,-895.0,200.0,680.0,500.0,11.0,19.0,36.3636363636364,78.9473684210526,27.0,1.0,B,-1.6526556837941
P006,E2,1.0,1.77,3.35,91.59,12.0,B,1.0188473201992472,1.4701758451005926,4.528181144459956,-1.0188473201992472,-1.4701758451005926,-4.528181144459956,0.6729472436138717,-0.4183216234838431,1.0174413528433321,0.4240223243244536,0023-04-21 15:06:59,2.0,4300.0,-100.0,600.0,800.0,3000.0,8.0,19.0,100.0,84.2105263157895,155.0,12.0,B,0.0708703384473536
P006,E3,5.0,1.95,3.69,84.39,13.0,B,1.0818051703517284,1.5454325824581878,4.447228997919515,-1.0818051703517284,-1.5454325824581878,-4.447228997919515,0.5054335291603466,-0.8363718704765031,1.1618611633679803,0.2769742740172746,0023-05-23 19:21:38,2.0,4530.0,-50.0,600.0,980.0,3000.0,12.0,20.0,66.6666666666667,90.0,150.0,13.0,B,0.174778853549722
P006,T01,10.0,3.38,4.63,79.53,2.0,B,1.4770487243883548,1.728109442151599,4.388629785807454,-1.4770487243883548,-1.728109442151599,-4.388629785807454,-0.546202060208305,-1.8511395709655367,1.2664030127417925,-0.3769795394773497,0023-03-07 11:48:51,5.0,2150.0,-50.0,1000.0,950.0,250.0,19.0,20.0,57.8947368421053,90.0,18.0,2.0,B,-0.900448389683477
